Episode,Score,MaxTile,Steps,Time
221,1284,128,132,6.31
222,1476,128,153,12.87
223,1596,128,168,13.52
224,1252,128,134,6.42
225,928,64,110,6.12
226,1220,128,133,7.73
227,1944,128,195,9.70
228,300,32,55,2.74
229,2524,256,206,9.98
230,1448,128,150,7.45
231,440,32,72,3.50
232,1208,64,137,6.81
233,1284,128,137,6.79
234,1152,128,126,6.20
235,2820,256,234,11.57
236,1716,128,173,8.58
237,1504,128,155,7.68
238,2052,128,187,9.22
239,1508,128,154,7.55
240,1252,128,134,6.68
241,1052,128,113,5.56
242,424,32,72,3.56
243,2752,256,222,11.07
244,1428,128,147,7.36
245,852,64,110,5.43
246,1612,128,169,8.51
247,1344,128,141,7.03
248,1224,128,130,6.46
249,2672,256,232,11.34
250,2924,256,247,12.27
251,924,64,118,5.86
252,3172,256,263,13.06
253,1624,128,165,8.08
254,388,32,67,3.39
255,572,64,78,3.93
256,1700,128,177,8.83
257,1628,128,165,8.24
258,1452,128,151,7.51
259,1684,128,152,7.60
260,1692,128,171,8.32
261,1836,128,180,8.94
262,1144,64,138,6.87
263,720,64,97,4.76
264,2820,256,228,11.38
265,1296,128,136,6.80
266,848,64,112,5.60
267,1984,256,162,7.90
268,968,64,115,5.73
269,1564,128,154,7.62
270,1140,128,122,6.07
271,3072,256,253,12.80
272,2100,256,178,8.94
273,840,64,100,5.03
274,1576,128,156,7.85
275,1632,128,166,8.28
276,916,64,111,5.60
277,924,64,117,5.94
278,1888,128,181,9.14
279,836,64,107,5.35
280,3080,256,257,12.78
281,784,64,104,5.18
282,2508,256,218,10.73
283,1440,128,150,7.46
284,1684,128,166,8.34
285,700,64,93,4.70
286,700,64,92,4.62
287,2332,256,199,10.07
288,1332,128,139,6.90
289,1632,128,165,8.24
290,1948,128,195,9.81
291,2132,256,180,9.06
292,568,64,79,3.91
293,424,32,69,3.45
294,1316,128,135,6.77
295,1052,64,124,6.22
296,1488,128,147,7.34
297,1776,128,181,9.15
298,2196,128,208,10.59
299,584,64,81,4.14
300,1684,128,171,8.69
301,1396,128,142,7.33
302,1100,64,123,6.35
303,1408,128,146,7.42
304,1328,128,143,7.18
305,324,32,57,2.87
306,2328,128,214,10.91
307,1284,128,132,6.58
308,1396,128,139,7.12
309,1196,128,132,6.62
310,748,64,96,4.85
311,1560,128,163,8.21
312,1036,64,127,6.37
313,1776,128,184,9.33
314,1040,128,111,5.76
315,832,64,107,5.27
316,736,64,92,4.69
317,2572,256,213,10.88
318,1288,128,133,6.55
319,868,64,111,5.67
320,1268,128,136,6.84
321,2104,128,202,10.17
322,596,64,82,4.04
323,748,64,96,4.86
324,1376,128,145,7.39
325,1804,128,167,8.25
326,1340,128,134,6.71
327,1448,128,151,7.71
328,1096,128,117,5.87
329,736,64,98,5.00
330,1324,128,133,6.79
331,2544,256,220,11.04
332,1696,128,158,8.00
333,744,64,96,4.91
334,1508,128,151,7.64
335,2436,256,206,10.56
336,1252,64,139,7.02
337,1828,128,172,8.84
338,820,64,103,5.31
339,1328,128,142,7.21
340,1844,128,186,9.61
341,576,64,79,4.00
342,1076,64,130,6.67
343,1644,128,167,8.51
344,1916,128,194,10.01
345,528,64,72,3.71
346,2716,256,229,11.75
347,2164,128,205,10.54
348,1432,128,148,7.56
349,1376,128,145,7.52
350,1532,128,156,8.06
351,904,64,108,5.48
352,1264,128,136,7.00
353,1264,128,136,6.96
354,636,64,88,4.51
355,744,64,99,5.09
356,508,64,74,3.69
357,1816,128,188,9.72
358,1376,128,144,7.46
359,1876,128,179,9.16
360,1772,128,176,9.20
361,1264,64,141,7.26
362,1404,128,155,8.05
363,1044,128,112,5.77
364,1556,128,153,7.88
365,2808,256,231,12.09
366,960,64,114,5.91
367,1048,128,109,5.53
368,1040,128,114,5.82
369,1292,128,130,6.61
370,2156,128,204,10.69
371,796,64,105,5.46
372,724,64,96,4.97
373,1620,128,163,8.40
374,1556,128,162,8.39
375,928,64,113,5.89
376,1104,128,115,5.90
377,676,64,88,4.60
378,1148,128,124,6.46
379,3076,256,250,13.13
380,840,64,101,5.24
381,672,64,87,4.53
382,624,64,85,4.42
383,952,64,119,6.11
384,2844,256,247,12.76
385,920,64,111,5.71
386,1468,128,152,7.86
387,1432,128,147,7.50
388,864,64,105,5.36
389,1240,128,138,7.18
390,1636,128,167,8.67
391,1224,128,127,6.50
392,824,64,107,5.60
393,1264,128,136,7.13
394,1100,64,130,6.62
395,1452,128,152,7.86
396,840,64,108,5.56
397,1116,128,123,6.33
398,1708,128,172,8.84
399,676,64,91,4.63
400,892,64,108,5.52
401,1860,128,175,9.19
402,788,64,105,5.33
403,2348,256,203,10.56
404,784,64,102,5.35
405,648,64,91,4.62
406,968,64,116,5.94
407,2736,256,220,11.20
408,2140,128,203,10.45
409,280,32,54,2.78
410,2396,256,203,10.58
411,1144,128,123,6.37
412,2540,256,216,11.21
413,1696,128,171,8.87
414,600,64,81,4.14
415,1468,128,155,8.18
416,796,64,95,4.89
417,1384,128,143,7.36
418,1772,128,179,9.44
419,2404,256,209,10.76
420,1256,128,135,7.02
421,1328,128,135,6.99
422,1352,128,149,7.69
423,1448,128,148,7.76
424,1600,128,161,8.40
425,1324,128,130,6.69
426,356,32,63,3.16
427,1368,128,138,7.21
428,1300,128,139,6.97
429,612,64,84,4.45
430,1332,128,138,7.20
431,2804,256,230,11.96
432,1100,128,117,6.05
433,2280,256,195,10.21
434,992,64,117,6.17
435,1960,128,190,9.77
436,672,64,92,4.78
437,2332,256,197,10.19
438,1536,128,157,8.11
439,2824,256,234,12.00
440,636,64,81,4.10
441,1272,64,140,7.23
442,2388,256,200,10.42
443,1708,128,164,8.61
444,688,64,96,5.04
445,1516,128,156,8.17
446,896,64,106,5.58
447,384,32,63,3.32
448,1736,128,174,9.10
449,1300,128,132,6.85
450,1324,128,137,7.20
451,1920,128,174,9.14
452,3080,256,251,13.40
453,1272,128,131,6.80
454,1444,128,150,7.79
455,2584,256,225,11.72
456,1716,128,174,9.20
457,3036,256,249,13.21
458,2868,256,234,12.35
459,2456,256,214,11.21
460,1832,256,143,7.51
461,1196,128,118,6.24
462,1536,128,161,8.45
463,2704,256,221,11.54
464,1144,128,124,6.50
465,524,64,71,3.73
466,1368,128,140,7.40
467,1392,128,149,7.78
468,832,64,109,5.57
469,2440,256,211,10.95
470,1776,128,179,9.22
471,2620,256,221,11.57
472,944,64,116,6.16
473,1452,128,152,7.88
474,3044,256,250,13.24
475,292,32,56,2.93
476,564,64,77,4.12
477,1392,128,145,7.53
478,1336,128,139,7.32
479,996,64,122,6.50
480,1028,64,122,6.52
481,1684,128,173,9.06
482,1484,128,155,8.12
483,2880,256,237,12.48
484,976,128,103,5.49
485,724,64,96,4.95
486,904,64,111,5.79
487,768,64,98,5.18
488,1588,128,162,8.55
489,864,64,112,5.93
490,1948,128,188,10.03
491,1396,128,146,7.57
492,816,64,105,5.48
493,1372,128,145,7.62
494,900,64,110,5.79
495,1144,128,122,6.48
496,1180,128,128,6.71
497,356,32,57,3.00
498,708,64,95,4.96
499,616,64,79,4.11
500,1588,128,159,8.16
501,752,64,97,5.10
502,3116,256,260,13.65
503,492,32,80,4.13
504,1076,64,126,6.53
505,1388,128,141,7.30
506,1356,128,141,7.47
507,540,32,84,4.40
508,1312,128,134,7.12
509,1292,128,143,7.41
510,1344,128,141,7.44
511,740,64,98,5.19
512,576,64,79,4.14
513,2812,256,231,11.96
514,960,64,115,6.02
515,1692,128,169,8.88
516,1056,128,113,6.01
517,2740,256,233,12.35
518,1308,128,135,7.08
519,440,64,63,3.29
520,1452,128,152,8.04
521,1544,128,158,8.31
522,1036,64,121,6.18
523,3276,256,272,14.42
524,392,32,65,3.33
525,2080,128,196,10.24
526,1164,128,124,6.46
527,1468,128,156,8.10
528,1444,128,150,7.77
529,612,64,83,4.23
530,1208,128,127,6.65
531,2500,256,209,10.96
532,844,64,102,5.31
533,652,64,91,4.69
534,688,64,90,4.67
535,456,64,66,3.41
536,1408,128,143,7.39
537,1176,128,124,6.38
538,1092,128,121,6.24
539,1720,128,158,8.13
540,888,64,107,5.48
541,1360,128,141,7.40
542,648,64,85,4.35
543,1892,128,191,9.86
544,1624,128,164,8.50
545,852,64,110,5.77
546,840,64,107,5.61
547,344,32,57,2.88
548,1344,128,141,7.29
549,680,64,92,4.78
550,1800,128,184,9.58
551,676,64,88,4.63
552,764,64,94,4.89
553,664,64,89,4.55
554,1448,128,149,7.72
555,612,64,83,4.32
556,1244,64,147,7.62
557,1572,128,161,8.35
558,1860,128,189,9.74
559,3088,256,258,13.45
560,1444,128,151,7.86
561,1504,128,150,7.86
562,524,64,71,3.76
563,1516,128,159,8.27
564,1328,128,138,7.28
565,856,64,111,5.78
566,1812,128,173,9.04
567,1832,128,186,9.80
568,888,64,108,5.70
569,860,64,102,5.34
570,648,64,85,4.43
571,1744,128,163,8.57
572,1400,128,144,7.58
573,1700,128,170,8.95
574,1204,128,125,6.60
575,1228,128,129,6.69
576,476,64,71,3.71
577,276,32,52,2.65
578,1888,128,182,9.51
579,476,32,72,3.71
580,616,64,83,4.34
581,972,64,117,6.15
582,1020,128,109,5.68
583,804,64,103,5.38
584,3264,256,272,14.29
585,672,64,89,4.67
586,444,32,73,3.89
587,2056,256,169,8.84
588,1136,128,121,6.30
589,1280,128,130,6.69
590,904,64,107,5.65
591,624,64,85,4.47
592,896,64,110,5.67
593,888,64,108,5.62
594,964,64,118,6.26
595,624,64,83,4.39
596,1588,128,159,8.40
597,3180,256,264,13.91
598,1360,128,145,7.60
599,1384,128,138,7.33
600,1052,128,113,5.83
601,1020,64,124,6.53
602,2604,256,221,11.54
603,1640,128,166,8.78
604,1400,128,142,7.42
605,1736,128,175,9.19
606,2472,256,210,11.01
607,2500,256,207,10.82
608,1568,128,154,8.12
609,2136,256,179,9.40
610,732,64,99,5.11
611,1624,128,157,8.24
612,1432,128,147,7.69
613,916,64,111,5.76
614,1600,128,168,8.75
615,760,64,95,4.92
616,708,64,95,4.97
617,1372,128,137,7.15
618,620,64,85,4.41
619,2624,256,221,11.48
620,1372,128,137,7.02
621,400,32,64,3.29
622,596,64,82,4.30
623,2044,256,169,8.70
624,724,64,98,5.18
625,1016,128,110,5.68
626,2008,256,164,8.59
627,1392,128,142,7.43
628,2416,256,205,10.72
629,752,64,100,5.15
630,1480,128,154,8.04
631,996,128,108,5.65
632,1392,128,142,7.45
633,684,64,90,4.69
634,904,64,105,5.57
635,1220,128,131,6.83
636,2844,256,233,12.34
637,2428,256,209,10.86
638,2604,256,216,11.36
639,812,64,94,4.98
640,788,64,105,5.42
641,900,64,110,5.80
642,1376,128,145,7.71
643,1084,64,124,6.47
644,2720,256,229,12.10
645,948,64,112,5.98
646,1432,128,147,7.69
647,1636,128,166,8.65
648,500,64,72,3.76
649,1164,128,125,6.59
650,1508,128,160,8.31
651,1672,128,170,9.06
652,1372,128,144,7.60
653,844,64,103,5.36
654,960,64,116,6.03
655,2192,128,209,10.76
656,756,64,98,5.01
657,2412,256,201,10.49
658,1708,128,175,9.05
659,1056,64,122,6.48
660,1412,128,144,7.59
661,1472,128,153,7.94
662,2596,256,216,11.24
663,2504,256,218,11.36
664,1600,128,163,8.57
665,912,64,110,5.88
666,744,64,96,4.99
667,1932,128,187,9.82
668,1408,128,145,7.68
669,1336,128,138,7.21
670,2492,256,216,11.28
671,1352,128,140,7.25
672,1276,128,136,7.21
673,980,128,106,5.49
674,1560,128,166,8.74
675,2540,256,217,11.40
676,628,64,87,4.61
677,1472,128,154,8.11
678,1568,128,164,8.51
679,1212,128,122,6.44
680,1140,128,123,6.49
681,388,32,64,3.38
682,1436,128,148,7.69
683,692,64,93,4.91
684,1480,128,154,8.09
685,1368,128,143,7.51
686,1408,128,148,7.73
687,1240,128,133,6.90
688,1488,128,146,7.69
689,1120,128,122,6.41
690,1208,128,128,6.66
691,884,64,106,5.60
692,1524,128,161,8.46
693,724,64,98,5.12
694,2616,256,218,11.22
695,660,64,88,4.60
696,816,64,98,5.18
697,2108,256,180,9.48
698,2608,256,229,12.02
699,612,32,93,4.96
700,1420,128,145,7.36
701,1844,128,185,9.73
702,1140,128,119,6.22
703,292,32,55,2.83
704,1128,128,123,6.31
705,2180,256,176,9.25
706,3020,256,244,12.64
707,704,64,93,4.89
708,1468,128,152,8.09
709,1368,128,143,7.52
710,1456,128,153,8.09
711,612,64,84,4.43
712,732,64,97,5.04
713,456,32,75,3.98
714,1136,64,133,7.08
715,872,64,104,5.52
716,1276,128,140,7.29
717,628,64,87,4.57
718,2292,256,198,10.36
719,464,32,76,3.89
720,1204,128,123,6.42
721,2836,256,245,12.90
722,888,64,103,5.49
723,888,64,108,5.64
724,2116,128,216,11.37
725,3180,256,263,13.65
726,1744,128,177,9.50
727,1228,128,128,6.69
728,1464,128,154,8.10
729,1148,128,124,6.53
730,1396,128,146,7.65
731,1600,128,159,8.34
732,2560,128,226,11.88
733,1352,128,143,7.61
734,1400,128,147,7.66
735,780,64,97,5.11
736,1692,128,171,9.11
737,884,64,104,5.50
738,276,32,54,2.77
739,1680,128,169,8.87
740,1616,128,165,8.71
741,1452,128,146,7.61
742,640,64,84,4.43
743,536,64,77,3.96
744,728,64,88,4.58
745,648,64,88,4.57
746,2572,256,223,11.80
747,2076,256,177,9.12
748,1156,128,124,6.52
749,1492,128,147,7.76
750,892,64,109,5.59
751,1060,128,110,5.70
752,1184,128,123,6.31
753,1620,128,165,8.79
754,2420,256,207,10.88
755,1172,128,126,6.61
756,1440,128,149,7.81
757,1372,128,144,7.59
758,588,64,78,4.13
759,1492,128,156,8.14
760,676,64,93,4.92
761,1224,128,125,6.54
762,444,64,63,3.27
763,844,64,108,5.70
764,1400,128,146,7.64
765,1468,128,155,8.04
766,1336,128,137,7.11
767,1840,128,170,8.92
768,748,64,90,4.73
769,2544,256,221,11.71
770,1000,64,120,6.29
771,1332,128,138,7.29
772,716,64,93,4.79
773,796,64,97,4.94
774,932,64,113,5.83
775,1244,128,132,6.82
776,1144,64,138,7.27
777,804,64,105,5.55
778,800,64,98,5.17
779,908,128,99,5.18
780,1488,128,156,8.18
781,732,64,94,4.97
782,660,64,93,4.87
783,1060,64,124,6.48
784,1732,128,174,9.05
785,1144,64,130,6.88
786,1848,128,177,9.42
787,408,32,68,3.63
788,1184,128,130,6.84
789,1060,64,123,6.55
790,1788,128,169,8.85
791,1160,128,124,6.55
792,2380,256,202,10.54
793,2120,256,175,9.18
794,776,64,100,5.27
795,1876,128,179,9.12
796,1116,128,118,5.95
797,916,64,108,5.60
798,1232,128,136,7.04
799,720,64,98,4.99
800,1808,128,170,8.77
801,1416,128,148,7.71
802,420,32,68,3.51
803,1008,64,122,6.29
804,1520,128,154,7.98
805,1368,128,143,7.26
806,1028,128,108,5.62
807,1276,128,131,6.82
808,2816,256,233,12.23
809,524,64,68,3.47
810,376,32,60,3.13
811,1612,128,161,8.27
812,1168,128,129,6.64
813,2552,256,219,11.29
814,1620,128,163,8.46
815,1184,64,134,6.81
816,2368,256,200,10.28
817,964,128,104,5.44
818,980,64,117,6.11
819,2264,256,191,9.92
820,1112,128,116,6.09
821,1392,128,142,7.39
822,1152,128,122,6.35
823,1392,128,142,7.48
824,504,32,79,4.13
825,2704,256,232,12.32
826,1120,128,118,6.17
827,664,64,89,4.59
828,1252,128,133,7.05
829,2096,128,198,10.28
830,1168,128,129,6.78
831,828,64,98,5.07
832,1356,64,148,7.76
833,944,64,111,5.87
834,1060,128,113,5.85
835,400,32,67,3.50
836,2280,256,194,10.08
837,1304,128,132,6.88
838,1480,128,154,7.99
839,876,64,114,5.84
840,696,64,89,4.53
841,320,32,59,2.95
842,900,64,108,5.65
843,1220,128,130,6.65
844,904,128,97,5.03
845,1108,128,123,6.41
846,1328,128,142,7.39
847,1360,128,140,7.28
848,504,64,73,3.79
849,704,64,93,4.95
850,608,64,82,4.32
851,1144,128,125,6.53
852,2052,128,202,10.54
853,332,32,60,3.12
854,912,64,110,5.76
855,1340,128,141,7.28
856,1376,128,138,7.22
857,1272,128,128,6.76
858,1344,128,138,7.16
859,1392,128,139,7.32
860,1644,128,167,8.74
861,1084,128,113,5.92
862,1368,128,144,7.55
863,4620,512,316,16.69
864,1264,128,127,6.64
865,1056,128,114,5.96
866,1336,128,137,7.22
867,1704,128,172,9.04
868,656,64,90,4.65
869,1600,128,159,8.38
870,1104,128,121,6.44
871,2112,256,175,9.12
872,668,64,92,4.85
873,1000,128,106,5.64
874,1436,128,148,7.66
875,648,64,84,4.39
876,1124,128,120,6.30
877,1352,128,141,7.47
878,776,64,105,5.51
879,1300,128,131,6.93
880,564,64,77,4.14
881,1516,128,160,8.34
882,596,64,80,4.20
883,1284,128,140,7.35
884,1048,64,126,6.63
885,1244,128,129,6.79
886,1272,128,129,6.73
887,3160,256,262,13.93
888,1556,128,155,8.15
889,1120,128,125,6.56
890,664,64,89,4.65
891,728,64,95,5.02
892,1492,128,151,7.89
893,1780,128,167,8.72
894,1448,128,150,7.99
895,1404,128,144,7.62
896,756,64,101,5.33
897,900,64,111,5.82
898,2924,256,243,12.83
899,1164,128,125,6.72
900,900,64,111,5.85
901,1064,64,123,6.55
902,660,64,87,4.61
903,992,128,107,5.69
904,1328,128,135,7.19
905,1688,128,168,8.85
906,1652,128,166,8.88
907,1020,128,109,5.77
908,1160,128,128,6.68
909,1332,128,139,7.46
910,1408,128,146,7.61
911,1444,128,150,7.97
912,1828,128,173,9.33
913,1116,128,122,6.54
914,2808,256,224,11.99
915,1268,128,131,7.05
916,1744,128,166,8.90
917,764,64,94,4.94
918,1448,128,148,7.94
919,844,64,100,5.41
920,1076,128,112,5.94
921,1440,128,149,7.91
922,1212,128,125,6.70
923,316,32,57,3.08
924,632,64,88,4.60
925,2968,256,243,13.00
926,1160,128,124,6.54
927,2840,256,243,12.89
928,984,64,116,6.17
929,1100,128,120,6.35
930,1528,128,152,8.29
931,1252,128,131,7.02
932,1272,128,126,6.66
933,612,64,83,4.39
934,680,64,91,4.83
935,688,64,94,4.98
936,1464,128,148,7.71
937,1100,128,120,6.20
938,672,64,91,4.84
939,220,16,49,2.53
940,760,64,102,5.41
941,1044,128,112,5.95
942,1200,128,126,6.62
943,232,32,47,2.49
944,2128,256,178,9.46
945,1288,128,131,6.89
946,1612,128,164,8.54
947,584,64,81,4.31
948,424,32,71,3.77
949,788,64,96,5.07
950,640,64,86,4.58
951,992,64,118,6.29
952,1172,128,127,6.76
953,1340,128,144,7.74
954,656,64,92,4.85
955,568,64,82,4.30
956,812,64,105,5.60
957,436,64,65,3.47
958,1064,64,129,6.88
959,944,64,113,5.89
960,648,64,85,4.54
961,1124,128,121,6.45
962,488,32,79,4.24
963,1192,128,131,7.03
964,2584,256,216,11.59
965,876,64,105,5.59
966,620,64,84,4.69
967,460,32,70,3.75
968,1348,128,137,7.23
969,1412,128,149,7.86
970,1016,128,109,5.81
971,3264,256,268,14.20
972,496,32,74,3.95
973,1744,128,176,9.28
974,636,64,83,4.43
975,584,64,80,4.21
976,440,32,72,3.89
977,456,64,68,3.62
978,728,64,96,5.01
979,688,64,92,4.84
980,232,16,50,2.65
981,400,64,58,3.14
982,1152,128,125,6.67
983,912,64,111,5.91
984,1408,128,146,7.70
985,1404,128,144,7.61
986,896,64,109,5.76
987,1584,128,165,8.80
988,756,64,92,4.90
989,680,64,90,4.74
990,1128,128,119,6.30
991,752,64,101,5.33
992,336,32,62,3.27
993,988,128,105,5.51
994,1316,128,135,7.13
995,772,64,102,5.40
996,600,64,84,4.49
997,476,32,70,3.72
998,720,64,94,4.96
999,812,64,101,5.35
